Date,Customer_ID,Product_ID,Time_Spent_On_Ads,Ads_ID,Daily_Internet_Usage,Number_ClicksAds,Number_ProductBought,Modified_Date
2017-11-01,59219,21320,4,1565,6.9,8,0,2021_08_06-03_32_20_PM
2017-10-27,87548,18608,12,7515,7.6,13,3,2021_08_06-03_32_20_PM
2017-08-11,18946,22880,5,4726,5.5,24,2,2021_08_06-03_32_20_PM
2017-12-23,71943,27155,8,6864,8.2,1,5,2021_08_06-03_32_20_PM
2017-09-16,53182,3873,13,2154,2.0,19,5,2021_08_06-03_32_20_PM
2017-05-29,30377,28614,7,3366,3.4,27,4,2021_08_06-03_32_20_PM
2017-09-14,33996,6414,3,4505,9.6,9,3,2021_08_06-03_32_20_PM
2017-04-22,72692,15897,5,4505,2.4,29,5,2021_08_06-03_32_20_PM
2017-06-28,77766,20704,10,3720,9.6,12,3,2021_08_06-03_32_20_PM
2017-02-01,66000,11169,13,6793,2.3,24,2,2021_08_06-03_32_20_PM
2017-08-31,1699,19120,14,5186,7.8,21,1,2021_08_06-03_32_20_PM
2017-03-02,21222,3353,6,9777,6.6,13,0,2021_08_06-03_32_20_PM
2017-11-03,72009,5247,15,592,0.6,10,0,2021_08_06-03_32_20_PM
2017-02-07,13676,16880,13,2154,9.9,21,3,2021_08_06-03_32_20_PM
2017-08-04,61663,22234,10,9777,1.4,26,4,2021_08_06-03_32_20_PM
2017-04-19,67323,20852,5,3743,2.7,2,2,2021_08_06-03_32_20_PM
2017-03-08,79236,6039,7,6177,4.9,29,4,2021_08_06-03_32_20_PM
2017-04-03,59460,3355,2,4724,5.5,23,1,2021_08_06-03_32_20_PM
2017-08-22,32941,3829,13,3541,2.7,4,3,2021_08_06-03_32_20_PM
2017-01-04,90529,25288,2,9445,4.4,20,4,2021_08_06-03_32_20_PM
2017-06-13,71943,21891,11,4726,8.0,1,2,2021_08_06-03_32_20_PM
2017-09-14,21255,4734,13,7916,3.2,11,2,2021_08_06-03_32_20_PM
2017-05-03,1699,19300,11,6793,2.5,19,0,2021_08_06-03_32_20_PM
2017-10-15,30377,17544,8,2160,4.8,1,2,2021_08_06-03_32_20_PM
2017-10-03,36779,23519,3,7515,1.4,8,1,2021_08_06-03_32_20_PM
2017-08-30,24837,17301,5,2657,3.1,3,2,2021_08_06-03_32_20_PM
2017-08-25,52309,3274,8,6667,3.1,3,1,2021_08_06-03_32_20_PM
2017-07-25,21255,4172,12,9159,4.0,27,1,2021_08_06-03_32_20_PM
2017-03-12,91126,8857,13,1867,2.5,13,5,2021_08_06-03_32_20_PM
2017-05-12,44126,4030,15,3379,6.0,12,2,2021_08_06-03_32_20_PM
2017-08-31,77766,24894,7,4505,0.6,4,2,2021_08_06-03_32_20_PM
2017-12-17,53182,7902,2,2160,3.1,19,3,2021_08_06-03_32_20_PM
2017-04-28,11281,18717,7,6177,4.2,28,0,2021_08_06-03_32_20_PM
2017-07-05,29275,21982,10,2657,6.7,28,2,2021_08_06-03_32_20_PM
2017-06-02,16687,27095,6,9869,2.7,4,0,2021_08_06-03_32_20_PM
2017-11-30,56103,21382,6,6177,2.4,22,2,2021_08_06-03_32_20_PM
2017-02-09,45464,20648,4,7793,2.8,22,1,2021_08_06-03_32_20_PM
2017-02-06,80796,3829,8,4132,3.4,2,5,2021_08_06-03_32_20_PM
2017-10-31,71577,30114,1,592,9.6,21,2,2021_08_06-03_32_20_PM
2017-04-06,16768,22342,8,3743,9.2,1,5,2021_08_06-03_32_20_PM
2017-07-04,60121,21652,5,3267,9.8,6,1,2021_08_06-03_32_20_PM
2017-08-02,11281,3202,6,6177,3.2,22,5,2021_08_06-03_32_20_PM
2017-12-21,22366,3313,8,9841,6.3,4,3,2021_08_06-03_32_20_PM
2017-12-29,72692,5943,12,3412,4.6,10,5,2021_08_06-03_32_20_PM
2017-04-19,75759,1908,13,9651,4.1,19,3,2021_08_06-03_32_20_PM
2017-06-20,1110,20536,7,4132,2.3,28,0,2021_08_06-03_32_20_PM
2017-12-05,78288,25260,15,605,6.1,23,5,2021_08_06-03_32_20_PM
2017-05-06,19918,10870,1,9159,1.8,29,1,2021_08_06-03_32_20_PM
2017-09-08,72692,23627,15,6256,6.4,23,0,2021_08_06-03_32_20_PM
2017-10-26,19918,13010,2,3366,3.2,22,5,2021_08_06-03_32_20_PM
2017-06-04,85936,11169,6,2123,2.7,26,0,2021_08_06-03_32_20_PM
2017-01-26,75759,16280,9,5186,4.4,21,1,2021_08_06-03_32_20_PM
2017-07-24,21255,6709,12,9651,9.7,28,3,2021_08_06-03_32_20_PM
2017-06-04,22482,29166,9,7793,1.2,7,0,2021_08_06-03_32_20_PM
2017-04-28,58709,21043,8,1984,2.1,7,3,2021_08_06-03_32_20_PM
2017-09-24,1417,17803,8,3267,1.7,19,2,2021_08_06-03_32_20_PM
2017-09-26,22482,15054,10,9280,0.8,7,4,2021_08_06-03_32_20_PM
2017-08-09,49011,6320,13,2701,6.4,12,1,2021_08_06-03_32_20_PM
2017-03-20,75135,28752,5,3366,4.4,18,4,2021_08_06-03_32_20_PM
2017-05-12,61663,9982,6,7403,9.5,8,5,2021_08_06-03_32_20_PM
2017-06-05,78366,2218,5,3366,2.5,29,4,2021_08_06-03_32_20_PM
2017-02-24,26956,11962,15,6793,8.0,3,4,2021_08_06-03_32_20_PM
2017-08-25,18946,11437,5,1984,4.1,7,0,2021_08_06-03_32_20_PM
2017-04-04,83027,939,1,1867,4.4,21,5,2021_08_06-03_32_20_PM
2017-07-25,53182,29787,6,1673,7.1,8,0,2021_08_06-03_32_20_PM
2017-01-15,73163,8482,14,592,6.8,24,3,2021_08_06-03_32_20_PM
2017-11-18,73163,3518,5,9159,5.2,16,0,2021_08_06-03_32_20_PM
2017-09-13,30377,12907,15,6157,6.8,24,2,2021_08_06-03_32_20_PM
2017-07-13,71943,17096,1,9159,7.9,21,5,2021_08_06-03_32_20_PM
2017-01-10,11281,5247,13,2701,7.4,14,2,2021_08_06-03_32_20_PM
2017-11-23,45060,4776,7,9159,3.6,8,0,2021_08_06-03_32_20_PM
2017-12-16,90529,8711,12,6256,7.5,17,2,2021_08_06-03_32_20_PM
2017-09-29,78288,25605,10,1867,1.3,9,0,2021_08_06-03_32_20_PM
2017-05-27,22366,8631,7,6793,9.9,21,4,2021_08_06-03_32_20_PM
2017-04-23,87198,7476,15,4724,1.7,12,4,2021_08_06-03_32_20_PM
2017-07-14,29275,8236,9,3510,4.6,19,3,2021_08_06-03_32_20_PM
2017-05-27,15672,30052,6,605,3.8,14,5,2021_08_06-03_32_20_PM
2017-03-21,61663,18658,15,9445,2.8,9,0,2021_08_06-03_32_20_PM
2017-07-23,16687,28640,5,3720,6.1,24,2,2021_08_06-03_32_20_PM
2017-04-24,29204,24412,13,1984,9.8,2,0,2021_08_06-03_32_20_PM
2017-02-06,75759,9151,9,3267,7.3,23,0,2021_08_06-03_32_20_PM
2017-04-10,84219,6338,13,4823,2.8,28,5,2021_08_06-03_32_20_PM
2017-07-03,91126,20587,15,3379,4.4,16,2,2021_08_06-03_32_20_PM
2017-03-17,39804,6432,13,9159,2.8,12,5,2021_08_06-03_32_20_PM
2017-06-04,59981,20417,4,6793,9.6,24,5,2021_08_06-03_32_20_PM
2017-03-31,20317,18840,2,4724,5.0,1,5,2021_08_06-03_32_20_PM
2017-10-21,16687,4807,15,9159,4.7,6,5,2021_08_06-03_32_20_PM
2017-11-03,61663,25666,8,1867,1.9,26,1,2021_08_06-03_32_20_PM
2017-10-10,84219,22664,12,9159,2.1,23,4,2021_08_06-03_32_20_PM
2017-06-19,49011,26318,7,1673,2.3,5,0,2021_08_06-03_32_20_PM
2017-08-29,87198,15054,13,3983,7.2,22,1,2021_08_06-03_32_20_PM
2017-05-29,80796,10234,3,3379,1.0,1,4,2021_08_06-03_32_20_PM
2017-05-17,77078,1176,13,3379,1.5,21,2,2021_08_06-03_32_20_PM
2017-11-28,82994,12837,2,5483,6.2,27,4,2021_08_06-03_32_20_PM
2017-09-22,28737,1095,13,2123,8.9,29,5,2021_08_06-03_32_20_PM
2017-01-10,52157,13080,13,605,1.9,13,5,2021_08_06-03_32_20_PM
2017-10-25,1699,26760,4,5465,6.8,6,4,2021_08_06-03_32_20_PM
2017-11-04,41752,25666,7,2123,6.4,8,5,2021_08_06-03_32_20_PM
2017-06-01,85936,826,10,6177,4.7,17,0,2021_08_06-03_32_20_PM
2017-12-03,72009,25834,12,9445,7.4,9,3,2021_08_06-03_32_20_PM
2017-12-15,5457,3634,13,3366,7.5,8,5,2021_08_06-03_32_20_PM
2017-08-13,32941,18939,15,1984,2.1,16,0,2021_08_06-03_32_20_PM
2017-07-16,13676,28284,15,3412,3.0,5,0,2021_08_06-03_32_20_PM
2017-01-25,64752,4215,6,592,4.4,22,2,2021_08_06-03_32_20_PM
2017-10-02,49011,14646,3,7515,8.0,11,5,2021_08_06-03_32_20_PM
2017-10-02,24684,29085,14,7793,3.2,6,4,2021_08_06-03_32_20_PM
2017-03-02,72009,5765,13,4823,3.4,22,3,2021_08_06-03_32_20_PM
2017-02-26,72009,12260,12,5186,5.1,10,0,2021_08_06-03_32_20_PM
2017-12-02,1804,24203,4,4823,9.4,21,4,2021_08_06-03_32_20_PM
2017-05-05,22366,9095,2,4132,9.1,14,4,2021_08_06-03_32_20_PM
2017-09-24,19918,2433,2,3720,0.5,15,5,2021_08_06-03_32_20_PM
2017-12-05,27089,869,2,7793,9.1,13,4,2021_08_06-03_32_20_PM
2017-03-16,78366,14577,10,6864,5.9,11,4,2021_08_06-03_32_20_PM
2017-09-19,37585,10583,11,7403,8.6,5,5,2021_08_06-03_32_20_PM
2017-06-12,41752,9813,11,9159,4.2,8,4,2021_08_06-03_32_20_PM
2017-10-30,1110,10234,9,2657,4.4,21,0,2021_08_06-03_32_20_PM
2017-05-08,77078,7219,11,7403,0.7,8,3,2021_08_06-03_32_20_PM
2017-01-16,39804,29762,11,2471,3.4,1,5,2021_08_06-03_32_20_PM
2017-01-18,59219,15912,13,3510,7.3,18,2,2021_08_06-03_32_20_PM
2017-01-30,27089,22184,13,5198,8.3,2,1,2021_08_06-03_32_20_PM
2017-03-14,83027,17041,14,6864,3.3,27,1,2021_08_06-03_32_20_PM
2017-03-29,65391,20364,14,5483,0.5,10,0,2021_08_06-03_32_20_PM
2017-04-12,71577,14646,8,3743,4.7,30,3,2021_08_06-03_32_20_PM
2017-04-08,78366,6039,5,9869,6.2,4,2,2021_08_06-03_32_20_PM
2017-06-26,1841,18658,9,4505,2.7,12,4,2021_08_06-03_32_20_PM
2017-12-17,18946,420,5,605,1.2,3,0,2021_08_06-03_32_20_PM
2017-11-01,64906,6414,9,9159,1.9,28,3,2021_08_06-03_32_20_PM
2017-05-20,89155,8236,7,592,5.7,2,5,2021_08_06-03_32_20_PM
2017-02-12,87316,15135,10,2701,7.4,3,0,2021_08_06-03_32_20_PM
2017-01-16,77078,27155,3,7515,3.3,7,0,2021_08_06-03_32_20_PM
2017-05-10,5761,4717,7,3366,1.8,29,4,2021_08_06-03_32_20_PM
2017-08-19,83027,21040,10,7916,7.3,30,0,2021_08_06-03_32_20_PM
2017-09-07,1699,26820,12,5186,7.3,29,2,2021_08_06-03_32_20_PM
2017-10-28,89155,22394,8,4726,4.4,23,1,2021_08_06-03_32_20_PM
2017-05-20,80796,7587,11,7515,7.8,13,2,2021_08_06-03_32_20_PM
2017-04-19,16687,25886,2,4505,4.2,27,3,2021_08_06-03_32_20_PM
2017-02-04,15464,25666,3,2471,5.3,1,0,2021_08_06-03_32_20_PM
2017-02-16,72009,1176,8,3541,4.0,20,4,2021_08_06-03_32_20_PM
2017-01-05,78366,13043,13,1565,2.5,18,1,2021_08_06-03_32_20_PM
2017-09-13,52309,3014,14,6157,0.7,26,4,2021_08_06-03_32_20_PM
2017-07-03,67323,26677,12,605,6.9,13,2,2021_08_06-03_32_20_PM
2017-09-16,37936,17301,3,3720,7.2,4,3,2021_08_06-03_32_20_PM
2017-11-18,53182,5765,13,5198,6.0,20,0,2021_08_06-03_32_20_PM
2017-08-19,28737,9344,3,3510,8.2,21,5,2021_08_06-03_32_20_PM
2017-07-23,60121,13325,7,3541,4.1,23,3,2021_08_06-03_32_20_PM
2017-05-23,60121,11627,9,7515,1.2,24,0,2021_08_06-03_32_20_PM
2017-12-26,4332,28226,3,5483,6.9,18,4,2021_08_06-03_32_20_PM
2017-05-14,65391,12190,3,592,1.2,10,4,2021_08_06-03_32_20_PM
2017-03-17,15021,19369,2,9869,3.8,29,5,2021_08_06-03_32_20_PM
2017-01-08,19918,4751,1,2471,0.9,10,3,2021_08_06-03_32_20_PM
2017-11-17,84219,21534,13,605,5.5,8,5,2021_08_06-03_32_20_PM
2017-07-22,71447,7449,2,2154,3.0,5,4,2021_08_06-03_32_20_PM
2017-01-30,60121,7968,13,6793,4.3,10,5,2021_08_06-03_32_20_PM
2017-11-19,59227,2124,6,9841,7.6,27,0,2021_08_06-03_32_20_PM
2017-11-17,37936,14111,8,3541,1.1,6,4,2021_08_06-03_32_20_PM
2017-04-28,9592,6018,13,2701,9.8,7,0,2021_08_06-03_32_20_PM
2017-01-01,59460,8321,15,3267,9.1,1,3,2021_08_06-03_32_20_PM
2017-01-23,11281,24715,14,9280,2.6,10,4,2021_08_06-03_32_20_PM
2017-12-18,21255,25400,7,4823,4.6,2,5,2021_08_06-03_32_20_PM
2017-03-21,28737,28740,13,605,4.7,16,5,2021_08_06-03_32_20_PM
2017-08-29,56103,20465,14,5198,8.8,13,4,2021_08_06-03_32_20_PM
2017-06-18,53182,14941,12,9722,8.2,21,5,2021_08_06-03_32_20_PM
2017-07-10,60121,28614,9,4724,5.9,9,5,2021_08_06-03_32_20_PM
2017-12-26,56103,29597,9,3352,6.2,9,4,2021_08_06-03_32_20_PM
2017-09-12,22482,17904,1,4726,7.4,23,2,2021_08_06-03_32_20_PM
2017-06-09,54443,1272,7,9651,4.8,14,2,2021_08_06-03_32_20_PM
2017-11-05,30377,8932,15,6667,9.5,11,0,2021_08_06-03_32_20_PM
2017-12-15,64908,29555,1,7793,3.8,10,1,2021_08_06-03_32_20_PM
2017-02-16,48477,17572,2,4726,1.6,27,0,2021_08_06-03_32_20_PM
2017-07-01,78288,15788,4,9869,1.3,13,5,2021_08_06-03_32_20_PM
2017-10-19,77078,3829,9,592,8.5,17,5,2021_08_06-03_32_20_PM
2017-04-10,83108,7476,5,2657,1.6,13,5,2021_08_06-03_32_20_PM
2017-08-28,45464,8236,14,3352,2.6,14,2,2021_08_06-03_32_20_PM
2017-10-17,85095,21213,15,9280,9.2,4,0,2021_08_06-03_32_20_PM
2017-09-28,1699,7968,1,6157,5.4,23,4,2021_08_06-03_32_20_PM
2017-09-17,77407,7476,12,2160,4.3,30,4,2021_08_06-03_32_20_PM
2017-05-15,1110,27000,2,2160,5.9,2,4,2021_08_06-03_32_20_PM
2017-05-03,15021,1025,6,5465,3.1,20,4,2021_08_06-03_32_20_PM
2017-07-20,60121,20465,1,6177,1.8,6,1,2021_08_06-03_32_20_PM
2017-06-11,49011,22184,6,6256,2.4,5,5,2021_08_06-03_32_20_PM
2017-08-14,77766,11417,3,6157,8.4,10,4,2021_08_06-03_32_20_PM
2017-12-10,30377,7898,4,7793,3.8,26,4,2021_08_06-03_32_20_PM
2017-07-05,86261,17768,8,5186,5.1,14,2,2021_08_06-03_32_20_PM
2017-04-09,64908,12310,7,9869,3.3,25,0,2021_08_06-03_32_20_PM
2017-01-23,52157,10156,11,4823,3.7,22,4,2021_08_06-03_32_20_PM
2017-03-26,1804,10195,3,3412,4.3,21,4,2021_08_06-03_32_20_PM
2017-06-01,32941,4172,2,2123,1.7,8,5,2021_08_06-03_32_20_PM
2017-10-15,52309,24203,11,3379,9.8,24,2,2021_08_06-03_32_20_PM
2017-10-30,37585,24894,7,1984,3.8,2,0,2021_08_06-03_32_20_PM
2017-10-23,27089,7902,1,1984,2.5,29,5,2021_08_06-03_32_20_PM
2017-11-28,61663,18590,4,2657,8.9,1,2,2021_08_06-03_32_20_PM
2017-01-04,41752,25666,14,6667,6.1,18,4,2021_08_06-03_32_20_PM
2017-08-15,11281,25400,6,7515,2.1,21,4,2021_08_06-03_32_20_PM
2017-03-14,15464,1269,15,3366,0.7,1,1,2021_08_06-03_32_20_PM
2017-12-02,45060,16867,2,2471,9.1,21,1,2021_08_06-03_32_20_PM
2017-10-13,61517,22116,4,7403,0.7,2,2,2021_08_06-03_32_20_PM
2017-03-02,87198,1272,12,6177,1.9,28,5,2021_08_06-03_32_20_PM
2017-12-25,27089,7429,7,5198,8.5,28,2,2021_08_06-03_32_20_PM
2017-11-28,33996,3995,6,5198,3.2,6,1,2021_08_06-03_32_20_PM
2017-06-03,67323,15179,2,6157,8.6,29,5,2021_08_06-03_32_20_PM
2017-07-07,2566,7693,1,9159,2.9,4,2,2021_08_06-03_32_20_PM
2017-08-23,37936,12796,7,2160,6.3,9,5,2021_08_06-03_32_20_PM
2017-11-12,9592,22116,11,3267,5.5,25,2,2021_08_06-03_32_20_PM
2017-05-07,75759,16880,11,6177,1.9,17,5,2021_08_06-03_32_20_PM
2017-10-22,59219,28740,5,9869,4.5,23,2,2021_08_06-03_32_20_PM
2017-11-21,71447,3733,10,9841,8.4,26,4,2021_08_06-03_32_20_PM
2017-03-29,7523,10470,15,3743,3.6,3,5,2021_08_06-03_32_20_PM
2017-04-14,16687,15054,2,3267,3.3,2,2,2021_08_06-03_32_20_PM
2017-01-07,66000,28640,6,4132,3.2,2,1,2021_08_06-03_32_20_PM
2017-08-11,37936,5176,2,3267,1.0,28,2,2021_08_06-03_32_20_PM
2017-05-23,22366,8631,14,9280,9.8,5,2,2021_08_06-03_32_20_PM
2017-01-09,66000,9813,5,6157,1.3,10,4,2021_08_06-03_32_20_PM
2017-04-13,45464,22615,10,6793,3.6,22,0,2021_08_06-03_32_20_PM
2017-10-14,59227,6833,14,2701,4.9,29,2,2021_08_06-03_32_20_PM
2017-02-14,28737,21982,15,4505,1.8,6,4,2021_08_06-03_32_20_PM
2017-10-31,53182,14715,3,7403,4.3,7,4,2021_08_06-03_32_20_PM
2017-07-16,79236,16880,12,3720,7.8,1,0,2021_08_06-03_32_20_PM
2017-11-16,85936,21320,8,4132,3.8,17,1,2021_08_06-03_32_20_PM
2017-04-17,87548,16894,9,5198,4.4,18,5,2021_08_06-03_32_20_PM
2017-12-18,78288,8654,10,4132,7.3,8,0,2021_08_06-03_32_20_PM
2017-08-09,52157,25840,4,9722,1.7,21,4,2021_08_06-03_32_20_PM
2017-05-13,29204,13044,15,4644,8.5,13,1,2021_08_06-03_32_20_PM
2017-06-06,39804,15897,10,5483,4.9,20,3,2021_08_06-03_32_20_PM
2017-08-25,79236,7449,11,9280,4.5,7,3,2021_08_06-03_32_20_PM
2017-12-22,1804,14486,1,5198,5.6,17,1,2021_08_06-03_32_20_PM
2017-09-21,66244,7476,10,9159,7.9,8,5,2021_08_06-03_32_20_PM
2017-07-17,13676,2001,14,9280,2.8,24,0,2021_08_06-03_32_20_PM
2017-08-01,66000,20076,9,3983,4.0,11,3,2021_08_06-03_32_20_PM
2017-06-10,13676,8221,10,5186,1.1,28,3,2021_08_06-03_32_20_PM
2017-04-05,1110,18954,9,6864,5.8,28,1,2021_08_06-03_32_20_PM
2017-01-07,33996,4172,10,592,5.2,13,4,2021_08_06-03_32_20_PM
2017-01-21,22366,14955,10,3379,1.8,20,4,2021_08_06-03_32_20_PM
2017-09-15,64752,26760,8,592,3.6,5,4,2021_08_06-03_32_20_PM
2017-11-01,75759,24257,12,6793,1.1,22,1,2021_08_06-03_32_20_PM
2017-10-25,85095,14577,5,9841,6.5,28,3,2021_08_06-03_32_20_PM
2017-12-01,24837,25125,6,1984,1.5,10,2,2021_08_06-03_32_20_PM
2017-10-30,83108,3963,15,2657,8.5,5,0,2021_08_06-03_32_20_PM
2017-08-01,24837,6833,11,3352,6.7,27,0,2021_08_06-03_32_20_PM
2017-07-11,64752,6338,1,2657,1.8,9,0,2021_08_06-03_32_20_PM
2017-07-31,9592,23862,6,3267,6.3,7,4,2021_08_06-03_32_20_PM
2017-10-26,22482,14941,13,3379,2.4,19,2,2021_08_06-03_32_20_PM
2017-03-28,72009,12310,5,3541,4.0,9,2,2021_08_06-03_32_20_PM
2017-01-06,87198,16871,2,6864,0.5,28,4,2021_08_06-03_32_20_PM
2017-05-19,53166,24894,3,9841,2.8,15,4,2021_08_06-03_32_20_PM
2017-05-16,49011,26271,8,2154,1.1,19,1,2021_08_06-03_32_20_PM
2017-10-01,29204,11163,9,4132,6.5,15,5,2021_08_06-03_32_20_PM
2017-10-19,77078,20417,10,6256,1.5,16,2,2021_08_06-03_32_20_PM
2017-07-05,21255,15966,1,6793,5.8,4,0,2021_08_06-03_32_20_PM
2017-07-25,85095,30201,4,1673,5.7,3,1,2021_08_06-03_32_20_PM
2017-02-15,78288,30092,7,6177,1.2,1,3,2021_08_06-03_32_20_PM
2017-04-20,87548,29373,10,4132,8.2,26,4,2021_08_06-03_32_20_PM
2017-10-19,22482,3829,1,9869,5.7,16,0,2021_08_06-03_32_20_PM
2017-03-17,32941,11415,7,4644,7.9,20,5,2021_08_06-03_32_20_PM
2017-05-27,26956,12260,5,1984,6.9,8,1,2021_08_06-03_32_20_PM
2017-12-01,48477,11417,2,6667,6.3,2,0,2021_08_06-03_32_20_PM
2017-03-15,61663,29548,3,7403,1.0,8,0,2021_08_06-03_32_20_PM
2017-01-30,75135,15897,3,3267,4.7,30,2,2021_08_06-03_32_20_PM
2017-02-09,16768,27908,1,3983,9.7,27,5,2021_08_06-03_32_20_PM
2017-02-02,80796,7154,4,1565,9.5,7,0,2021_08_06-03_32_20_PM
2017-08-22,1804,3739,7,7403,3.9,4,2,2021_08_06-03_32_20_PM
2017-04-17,80796,6394,6,5465,9.0,10,4,2021_08_06-03_32_20_PM
2017-09-10,1841,23588,10,6177,8.1,13,3,2021_08_06-03_32_20_PM
2017-06-23,67323,7403,11,2657,4.4,25,1,2021_08_06-03_32_20_PM
2017-07-20,16687,8654,14,4505,6.4,14,3,2021_08_06-03_32_20_PM
2017-06-06,15021,7449,13,5483,8.3,29,0,2021_08_06-03_32_20_PM
2017-04-18,87316,3733,11,9869,9.9,27,5,2021_08_06-03_32_20_PM
2017-06-01,22366,29665,1,9722,0.9,14,3,2021_08_06-03_32_20_PM
2017-06-19,1699,21320,11,7916,3.0,4,4,2021_08_06-03_32_20_PM
2017-10-18,61663,13080,6,6667,9.7,18,4,2021_08_06-03_32_20_PM
2017-06-26,61517,25141,1,1673,6.5,20,1,2021_08_06-03_32_20_PM
2017-06-26,22482,17096,14,9722,1.2,27,2,2021_08_06-03_32_20_PM
2017-08-17,752,7072,7,4644,2.6,25,0,2021_08_06-03_32_20_PM
2017-11-30,45060,27208,13,9841,5.6,11,5,2021_08_06-03_32_20_PM
2017-03-10,37585,28640,1,6157,9.2,12,1,2021_08_06-03_32_20_PM
2017-05-24,44126,2173,15,3352,4.3,12,3,2021_08_06-03_32_20_PM
2017-10-30,15021,20114,1,6256,8.5,9,4,2021_08_06-03_32_20_PM
2017-09-25,78366,24894,5,3412,7.0,21,1,2021_08_06-03_32_20_PM
2017-03-16,87316,23094,7,592,8.8,2,3,2021_08_06-03_32_20_PM
2017-11-27,77407,22308,7,6177,5.7,6,3,2021_08_06-03_32_20_PM
2017-07-08,1699,7968,11,4823,1.7,28,1,2021_08_06-03_32_20_PM
2017-04-20,79236,15858,2,9869,5.8,27,0,2021_08_06-03_32_20_PM
2017-08-30,77078,7219,14,592,5.2,30,1,2021_08_06-03_32_20_PM
2017-03-31,77766,3186,1,7515,5.9,10,5,2021_08_06-03_32_20_PM
2017-06-10,29275,13887,13,6157,8.4,28,5,2021_08_06-03_32_20_PM
2017-11-24,15021,25116,14,3366,7.4,21,0,2021_08_06-03_32_20_PM
2017-07-04,11281,10156,9,2123,3.9,14,5,2021_08_06-03_32_20_PM
2017-01-28,83027,28279,9,9159,9.2,22,1,2021_08_06-03_32_20_PM
2017-08-27,52309,9344,14,3983,9.7,21,5,2021_08_06-03_32_20_PM
2017-06-30,7523,10825,3,9869,7.7,21,4,2021_08_06-03_32_20_PM
2017-03-24,91126,2129,3,7515,9.3,9,4,2021_08_06-03_32_20_PM
2017-10-29,39804,8654,7,9651,3.6,15,1,2021_08_06-03_32_20_PM
2017-07-25,29204,25834,1,2160,3.6,20,2,2021_08_06-03_32_20_PM
2017-11-02,752,7693,15,1565,9.2,26,0,2021_08_06-03_32_20_PM
2017-07-30,7523,3829,3,605,0.6,4,5,2021_08_06-03_32_20_PM
2017-04-05,21222,11110,15,7515,8.9,15,0,2021_08_06-03_32_20_PM
2017-01-31,61517,28310,6,9869,1.8,30,0,2021_08_06-03_32_20_PM
2017-07-12,83108,3158,3,9777,4.3,24,0,2021_08_06-03_32_20_PM
2017-05-30,71577,21652,12,7916,7.9,8,4,2021_08_06-03_32_20_PM
2017-07-15,89155,2218,4,4724,1.9,23,0,2021_08_06-03_32_20_PM
2017-10-01,60121,24835,9,3267,6.1,17,0,2021_08_06-03_32_20_PM
2017-02-04,83108,18852,11,3720,5.2,23,3,2021_08_06-03_32_20_PM
2017-07-31,75759,2598,15,2154,4.1,30,1,2021_08_06-03_32_20_PM
2017-11-30,7523,17668,13,3366,4.9,16,4,2021_08_06-03_32_20_PM
2017-07-20,18946,22789,11,2123,3.8,22,5,2021_08_06-03_32_20_PM
2017-11-25,80796,9813,15,7515,2.0,10,4,2021_08_06-03_32_20_PM
2017-02-05,84219,19017,1,605,2.4,1,0,2021_08_06-03_32_20_PM
2017-12-03,54443,9598,14,3541,1.7,15,3,2021_08_06-03_32_20_PM
2017-11-15,36779,3365,3,4505,8.8,30,2,2021_08_06-03_32_20_PM
2017-12-17,4332,25260,6,1565,4.1,16,4,2021_08_06-03_32_20_PM
2017-12-04,36779,826,3,5198,1.8,4,4,2021_08_06-03_32_20_PM
2017-02-21,87548,28654,6,2154,7.4,11,5,2021_08_06-03_32_20_PM
2017-10-20,13831,18305,9,3983,6.0,5,4,2021_08_06-03_32_20_PM
2017-11-04,71943,29597,8,4726,8.7,24,4,2021_08_06-03_32_20_PM
2017-07-02,89155,7072,15,9280,6.9,30,2,2021_08_06-03_32_20_PM
2017-11-21,15193,14077,3,592,2.8,11,4,2021_08_06-03_32_20_PM
2017-03-11,82994,20114,12,7793,5.3,8,3,2021_08_06-03_32_20_PM
2017-08-18,64906,20696,6,4505,1.0,26,1,2021_08_06-03_32_20_PM
2017-09-17,84219,19725,13,4726,9.3,30,3,2021_08_06-03_32_20_PM
2017-03-31,61663,16327,2,9841,5.9,19,1,2021_08_06-03_32_20_PM
2017-03-11,90529,28654,11,9722,7.7,22,0,2021_08_06-03_32_20_PM
2017-01-24,1804,21652,6,3743,7.4,8,4,2021_08_06-03_32_20_PM
2017-11-21,28737,16675,15,1565,6.8,19,2,2021_08_06-03_32_20_PM
2017-03-10,37936,9456,5,3412,6.8,9,4,2021_08_06-03_32_20_PM
2017-03-28,79236,29639,1,3352,5.2,17,3,2021_08_06-03_32_20_PM
2017-01-11,16687,28955,15,3267,3.6,26,4,2021_08_06-03_32_20_PM
2017-06-09,15021,25021,9,9722,8.8,7,0,2021_08_06-03_32_20_PM
2017-07-27,85095,9456,6,6177,4.7,22,4,2021_08_06-03_32_20_PM
2017-12-29,24684,4215,5,2701,1.8,6,0,2021_08_06-03_32_20_PM
2017-01-23,37936,10825,4,9280,9.5,12,1,2021_08_06-03_32_20_PM
2017-11-22,9592,25605,4,3412,8.4,6,1,2021_08_06-03_32_20_PM
2017-12-13,59219,10886,3,9159,9.4,14,0,2021_08_06-03_32_20_PM
2017-05-25,37936,16675,12,3352,7.6,19,1,2021_08_06-03_32_20_PM
