Product_ID,Product_Name,Product_Category,Color,Cost,Price,Modified_Date
26792,Cardenas Inc mcu_4894,Cell Phones and Accessories,LavenderBlush,1144.14,1480.64,2021_08_10-07_31_08_PM
3700,Fuentes Inc otz_7775,Musical Instruments,DeepSkyBlue,2877.98,3426.15,2021_08_10-07_31_08_PM
9356,Gordon Ltd XrX_0251,"Patio, Lawn and Garden",Bisque,3327.35,4080.91,2021_08_10-07_31_08_PM
1057,Curry Group dWS_8283,CDs and Vinyl,MediumPurple,4177.3,5222.74,2021_08_10-07_31_08_PM
24534,"Hicks, Hawkins and Branch gav_3844",Tools and Home Improvement,GoldenRod,4258.21,5244.37,2021_08_10-07_31_08_PM
4365,Gates-Fuentes YMd_3572,Digital Music,MediumBlue,417.17,477.03,2021_08_10-07_31_08_PM
7049,Smith-Smith MXx_0683,Pet Supplies,NavajoWhite,4371.28,5560.36,2021_08_10-07_31_08_PM
13805,"Sims, Jones and Butler ogP_8434",Toys and Games,DarkGray,1891.4,2284.56,2021_08_10-07_31_08_PM
27618,Castaneda-Anderson vGi_3909,Apps for Android,DarkBlue,298.84,339.45,2021_08_10-07_31_08_PM
21829,"Robinson, Garcia and Vasquez vHy_4551",Tools and Home Improvement,PowderBlue,3403.3,4006.59,2021_08_10-07_31_08_PM
16885,Robbins Group JkM_1103,Apps for Android,DarkSlateBlue,2966.73,3395.98,2021_08_10-07_31_08_PM
9618,Gardner-Mason Rop_8781,Home and Kitchen,OliveDrab,4604.43,5388.3,2021_08_10-07_31_08_PM
17716,Burnett-Collins ewk_5635,Apps for Android,MediumTurquoise,4954.15,6249.51,2021_08_10-07_31_08_PM
27111,Martin and Sons DzE_7385,Apps for Android,LavenderBlush,4957.4,6267.94,2021_08_10-07_31_08_PM
4634,Evans-Harris YWC_1075,Electronics,DodgerBlue,741.39,902.8,2021_08_10-07_31_08_PM
11494,Lozano-Sharp XCb_8403,Toys and Games,Sienna,3993.62,5181.83,2021_08_10-07_31_08_PM
7362,"Perez, Hardy and Henry mtP_4492",Sports and Outdoors,SteelBlue,1004.43,1274.65,2021_08_10-07_31_08_PM
29225,James-Bond ZwZ_3154,CDs and Vinyl,DarkBlue,973.5,1093.01,2021_08_10-07_31_08_PM
11192,"Ramos, Ray and Figueroa Rdq_1821",Office Products,LightSlateGray,1930.02,2376.82,2021_08_10-07_31_08_PM
24371,Campbell LLC FnD_0866,Grocery and Gourmet Food,LimeGreen,3762.27,4690.73,2021_08_10-07_31_08_PM
25822,Kelley-Cortez UkZ_3044,CDs and Vinyl,Orchid,4463.0,5458.7,2021_08_10-07_31_08_PM
25292,"Simmons, Simpson and Mccarthy KsG_2227",CDs and Vinyl,DarkRed,3092.22,3525.54,2021_08_10-07_31_08_PM
9845,Gonzales-Medina LyO_6250,Electronics,Fuchsia,3611.61,4089.14,2021_08_10-07_31_08_PM
16016,Mullins Inc ego_1241,CDs and Vinyl,Orchid,4804.3,5753.44,2021_08_10-07_31_08_PM
15966,Edwards and Sons sUL_3000,Beauty,RosyBrown,2963.05,3384.16,2021_08_10-07_31_08_PM
18550,"Hardy, Todd and Estrada EWi_9787",Baby,DeepSkyBlue,849.4,1071.52,2021_08_10-07_31_08_PM
15715,"Peters, Henderson and Valenzuela tZB_7687",Grocery and Gourmet Food,LightSalmon,2572.51,3258.16,2021_08_10-07_31_08_PM
14814,Owen Inc JuY_1720,Books,CadetBlue,1792.98,2015.99,2021_08_10-07_31_08_PM
20214,Ortiz-Luna CDF_2195,Beauty,GreenYellow,884.87,983.84,2021_08_10-07_31_08_PM
17844,Rogers-Short uSV_5307,Books,Chocolate,1244.96,1614.19,2021_08_10-07_31_08_PM
29818,"Kelly, Love and Santos qMU_0289",Pet Supplies,Violet,3060.27,3777.54,2021_08_10-07_31_08_PM
16186,Perkins Ltd bSs_5380,"Clothing, Shoes and Jewelry",Wheat,2692.2,3174.97,2021_08_10-07_31_08_PM
7765,"Evans, Benton and Watkins lPd_3660",Cell Phones and Accessories,ForestGreen,2409.4,3017.98,2021_08_10-07_31_08_PM
29609,"Cisneros, Solomon and Keller yUg_0019",Kindle Store,Teal,1143.7,1363.72,2021_08_10-07_31_08_PM
21883,Thomas-Fleming SDg_8540,Health and Personal Care,Navy,540.3,648.09,2021_08_10-07_31_08_PM
